id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
1553,"@user-bw5fv4ei5e","😂","UgyPpGajs3Or6E7KNo94AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyPpGajs3Or6E7KNo94AaABAg","2023-11-04 12:46:42",0,"😂","http://www.youtube.com/@user-bw5fv4ei5e",
1554,"@ummenuzhat2484","30 SONG 😎 COOL","UgzsaBlRABZD0lvxS0F4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzsaBlRABZD0lvxS0F4AaABAg","2023-11-04 11:17:48",0,"30 SONG 😎 COOL","http://www.youtube.com/@ummenuzhat2484",
1555,"@ummenuzhat2484","🎵","UgzohBOImUb47vUzQel4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzohBOImUb47vUzQel4AaABAg","2023-11-04 11:16:54",0,"🎵","http://www.youtube.com/@ummenuzhat2484",
1556,"@prasenjeetmukherjee952","Who doesn’t like Alan walker song 😂","UgxLg7hh9tIPw9u_kTd4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxLg7hh9tIPw9u_kTd4AaABAg","2023-11-04 08:17:07",0,"Who doesn’t like Alan walker song 😂","http://www.youtube.com/@prasenjeetmukherjee952",
1557,"@wkwkmgyt8547","👏👏👏👍👍💖💖💖","UgwlOBpBBOUt0AiiR4Z4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwlOBpBBOUt0AiiR4Z4AaABAg","2023-11-04 07:39:01",0,"👏👏👏👍👍💖💖💖","http://www.youtube.com/@wkwkmgyt8547",
1558,"@user-tl9pe8ek4q","🎉🎉 8:04 8:07","UgzzxPo_p0zDYu0kg954AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzzxPo_p0zDYu0kg954AaABAg","2023-11-04 03:51:08",0,"🎉🎉 8:04 8:07","http://www.youtube.com/@user-tl9pe8ek4q",
1559,"@user-tl9pe8ek4q","🎉🎉","Ugw-XsIeowMCFvMqlsV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw-XsIeowMCFvMqlsV4AaABAg","2023-11-04 03:45:13",0,"🎉🎉","http://www.youtube.com/@user-tl9pe8ek4q",
1560,"@user-tl9pe8ek4q","🎉🎉","UgwhAgq_4lOx94gFOLZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwhAgq_4lOx94gFOLZ4AaABAg","2023-11-04 03:43:22",0,"🎉🎉","http://www.youtube.com/@user-tl9pe8ek4q",
1561,"@user-tl9pe8ek4q","🎉🎉","Ugyj_3-1jDtdUSadgVx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugyj_3-1jDtdUSadgVx4AaABAg","2023-11-04 03:43:14",0,"🎉🎉","http://www.youtube.com/@user-tl9pe8ek4q",
1562,"@user-tl9pe8ek4q","Bob❤","UgzDYydhpuRrrR6IEwt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzDYydhpuRrrR6IEwt4AaABAg","2023-11-04 03:42:53",0,"Bob❤","http://www.youtube.com/@user-tl9pe8ek4q",
1563,"@user-tl9pe8ek4q","Bob❤","Ugwy8if20TMIeG1TPsZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugwy8if20TMIeG1TPsZ4AaABAg","2023-11-04 03:41:09",0,"Bob❤","http://www.youtube.com/@user-tl9pe8ek4q",
1564,"@user-tl9pe8ek4q","Bob","Ugwo79fuUGnBU7LvIw14AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugwo79fuUGnBU7LvIw14AaABAg","2023-11-04 03:40:54",0,"Bob","http://www.youtube.com/@user-tl9pe8ek4q",
1565,"@user-tl9pe8ek4q","Bob","UgzyNrIpzrZ4ld5hQFd4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzyNrIpzrZ4ld5hQFd4AaABAg","2023-11-04 03:40:36",0,"Bob","http://www.youtube.com/@user-tl9pe8ek4q",
1566,"@user-tl9pe8ek4q","🇭🇹✌️","UgyK9nLPrskZbaPJDe54AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyK9nLPrskZbaPJDe54AaABAg","2023-11-04 03:37:20",0,"🇭🇹✌️","http://www.youtube.com/@user-tl9pe8ek4q",
1567,"@Keenan-qp2fo","Your music will always have a place in my heart❤️.","Ugz0IyTg_uzObMBjdel4AaABAg","",28,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz0IyTg_uzObMBjdel4AaABAg","2023-11-04 00:33:05",1,"Your music will always have a place in my heart❤️.","http://www.youtube.com/@Keenan-qp2fo",
1568,"@anatidaephobium.","THE ROBLOX EDITS WENT TOO HARD TO THIS OMFG AAAAAAAA","Ugz0IyTg_uzObMBjdel4AaABAg.9wg-VGAwy279xq6qKD8OKC","@Keenan-qp2fo",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz0IyTg_uzObMBjdel4AaABAg.9wg-VGAwy279xq6qKD8OKC","2023-12-02 18:21:04",0,"THE ROBLOX EDITS WENT TOO HARD TO THIS OMFG AAAAAAAA","http://www.youtube.com/@anatidaephobium.",
1569,"@charityeba4932","I love this music ❤","UgwvzlRDrbCLeCmYKbd4AaABAg","",9,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwvzlRDrbCLeCmYKbd4AaABAg","2023-11-03 23:05:13",1,"I love this music ❤","http://www.youtube.com/@charityeba4932",
1570,"@user-kw8cw6xv5u","me too man I\'m his brother","UgwvzlRDrbCLeCmYKbd4AaABAg.9wfqRgwFWsx9wi30aEiklg","@charityeba4932",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwvzlRDrbCLeCmYKbd4AaABAg.9wfqRgwFWsx9wi30aEiklg","2023-11-04 19:42:20",0,"me too man I\'m his brother","http://www.youtube.com/@user-kw8cw6xv5u",
1571,"@LongLe-cu2il","2023 ai còn nghe k?","UgzRVPTCvew9gmcRBZl4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzRVPTCvew9gmcRBZl4AaABAg","2023-11-03 12:27:03",1,"2023 ai còn nghe k?","http://www.youtube.com/@LongLe-cu2il",
1572,"@Strain_177","Εγώ","UgzRVPTCvew9gmcRBZl4AaABAg.9wehPdOrGAa9ws30a3-X_-","@LongLe-cu2il",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzRVPTCvew9gmcRBZl4AaABAg.9wehPdOrGAa9ws30a3-X_-","2023-11-08 15:54:44",0,"Εγώ","http://www.youtube.com/@Strain_177",
1573,"@g.j.hamlin6475","One day you should sing without wearing that mask","UgyqHJ3AxmKP04I7opN4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyqHJ3AxmKP04I7opN4AaABAg","2023-11-03 05:55:25",0,"One day you should sing without wearing that mask","http://www.youtube.com/@g.j.hamlin6475",
1574,"@g.j.hamlin6475","Alan I love your songs","UgzBsuX4QksSeqjFKKp4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzBsuX4QksSeqjFKKp4AaABAg","2023-11-03 05:54:50",0,"Alan I love your songs","http://www.youtube.com/@g.j.hamlin6475",
1575,"@user-gu3ch9iy7d","1:02:22","UgwI0-mMklPDUxaQ4BZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwI0-mMklPDUxaQ4BZ4AaABAg","2023-11-03 05:37:32",0,"1:02:22","http://www.youtube.com/@user-gu3ch9iy7d",
1576,"@KakaMusic_","excellent, i love it","UgxLTdxkxBjqv7qMlcB4AaABAg","",13,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxLTdxkxBjqv7qMlcB4AaABAg","2023-11-03 03:24:49",0,"excellent, i love it","http://www.youtube.com/@KakaMusic_",
1577,"@mailymuimui908","guys I know you always see me but Alan Walker die for us to have","Ugx4RGkKDTlQrJhegK14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx4RGkKDTlQrJhegK14AaABAg","2023-11-03 02:41:46",0,"guys I know you always see me but Alan Walker die for us to have","http://www.youtube.com/@mailymuimui908",
1578,"@Jamesmasika-zb7is","I like them very much ooh","UgzJM5LH5xZgVHSwJnt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzJM5LH5xZgVHSwJnt4AaABAg","2023-11-02 17:12:34",0,"I like them very much ooh","http://www.youtube.com/@Jamesmasika-zb7is",
1579,"@RaulCordova-ni4lw","0:15 taded 💜👩‍🦰 0:29 alone 🩷🏥","Ugw_CLgF8PBafIb095h4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw_CLgF8PBafIb095h4AaABAg","2023-11-02 14:47:58",0,"0:15 taded 💜👩‍🦰 0:29 alone 🩷🏥","http://www.youtube.com/@RaulCordova-ni4lw",
1580,"@nadiaraihan4936","❤❤❤❤❤❤❤❤❤❤❤❤❤","Ugz_chaJ1MuJd0ZEy5h4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz_chaJ1MuJd0ZEy5h4AaABAg","2023-11-02 07:04:04",0,"❤❤❤❤❤❤❤❤❤❤❤❤❤","http://www.youtube.com/@nadiaraihan4936",
1581,"@bagusbatavia27.65","Nice Alan, your music really makes us happy, especially when we listen to your music alone 👍 thank you Alan","UgzR9D2eQQlJPewirZh4AaABAg","",101,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzR9D2eQQlJPewirZh4AaABAg","2023-11-02 05:57:59",1,"Nice Alan, your music really makes us happy, especially when we listen to your music alone 👍 thank you Alan","http://www.youtube.com/@bagusbatavia27.65",
1582,"@lisalim8408","I could say the same","UgzR9D2eQQlJPewirZh4AaABAg.9wbR55iZDgF9zMmaRX6oj0","@bagusbatavia27.65",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzR9D2eQQlJPewirZh4AaABAg.9wbR55iZDgF9zMmaRX6oj0","2024-01-09 16:40:58",0,"I could say the same","http://www.youtube.com/@lisalim8408",
1583,"@user-rt1ij7xi6q","Love from India 🇮🇳 ♥️ ❤️ ❤","Ugw4xlyf9rqnaYm0VeN4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw4xlyf9rqnaYm0VeN4AaABAg","2023-11-02 04:02:07",0,"Love from India 🇮🇳 ♥️ ❤️ ❤","http://www.youtube.com/@user-rt1ij7xi6q",
1584,"@entertainmenttv130","Best singer Alan walker","UgwRkP1A_IF-HBgjyux4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwRkP1A_IF-HBgjyux4AaABAg","2023-11-02 04:00:57",0,"Best singer Alan walker","http://www.youtube.com/@entertainmenttv130",
1585,"@UmAroV2817","OLD PUBG MOBILE MUSIC ","UgwwDiXnt9EkRKBzDgx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwwDiXnt9EkRKBzDgx4AaABAg","2023-11-01 14:04:26",0,"OLD PUBG MOBILE MUSIC ","http://www.youtube.com/@UmAroV2817",
1586,"@royalassamcraft4777","❤","Ugy9WCnYNax2Dp2Lu5V4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy9WCnYNax2Dp2Lu5V4AaABAg","2023-11-01 11:58:07",0,"❤","http://www.youtube.com/@royalassamcraft4777",
1587,"@user-zz4nz2vw4b","❤","UgwjAg3-b65aOPiln7t4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwjAg3-b65aOPiln7t4AaABAg","2023-11-01 10:58:59",0,"❤","http://www.youtube.com/@user-zz4nz2vw4b",
1588,"@user-zz4nz2vw4b","❤","UgxFmxp4j_LkW5UnRF14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxFmxp4j_LkW5UnRF14AaABAg","2023-11-01 10:58:49",0,"❤","http://www.youtube.com/@user-zz4nz2vw4b",
1589,"@user-zz4nz2vw4b","❤","UgwhAdvbFY8YFvSCCFR4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwhAdvbFY8YFvSCCFR4AaABAg","2023-11-01 10:58:33",0,"❤","http://www.youtube.com/@user-zz4nz2vw4b",
1590,"@user-zz4nz2vw4b","I love Alan Walker\'s songs.","UgyUCeut0qpasXsis114AaABAg","",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyUCeut0qpasXsis114AaABAg","2023-11-01 10:57:16",0,"I love Alan Walker\'s songs.","http://www.youtube.com/@user-zz4nz2vw4b",
1591,"@user-kw3fp4ds6e","Hay quá","Ugxv7GHyEqboXPZ5nEJ4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugxv7GHyEqboXPZ5nEJ4AaABAg","2023-11-01 10:17:48",0,"Hay quá","http://www.youtube.com/@user-kw3fp4ds6e",
1592,"@gauravmittal5721","❤❤❤❤❤","Ugw9Ng2-mpPYKdEzWTl4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw9Ng2-mpPYKdEzWTl4AaABAg","2023-11-01 08:42:09",0,"❤❤❤❤❤","http://www.youtube.com/@gauravmittal5721",
1593,"@user-eb2xy7rd9m","We can agree that All Falls Down is one of the most underrated Alan Walker Song","UgyDipbTfc9Lsx_FmUx4AaABAg","",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyDipbTfc9Lsx_FmUx4AaABAg","2023-11-01 08:42:04",0,"We can agree that All Falls Down is one of the most underrated Alan Walker Song","http://www.youtube.com/@user-eb2xy7rd9m",
1594,"@yamnaali7481","👇🏻💗 if you love Alan waker and his songs","UgxyIACOlZrpXvH15Td4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxyIACOlZrpXvH15Td4AaABAg","2023-11-01 06:38:27",0,"👇🏻💗 if you love Alan waker and his songs","http://www.youtube.com/@yamnaali7481",
1595,"@rupamroy4","Khub bhalo gaan sobgulo","UgxtqeGYprCl---PyLZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxtqeGYprCl---PyLZ4AaABAg","2023-11-01 06:19:22",0,"Khub bhalo gaan sobgulo","http://www.youtube.com/@rupamroy4",
1596,"@yamnaali7481","Love you and songs too","Ugw5IZ1U6p8YrmEkFJ54AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw5IZ1U6p8YrmEkFJ54AaABAg","2023-11-01 06:18:44",0,"Love you and songs too","http://www.youtube.com/@yamnaali7481",
1597,"@phouvongphootta5729","😊😊😊😊😊❤❤❤","Ugx2zm6N8TfVj9x1r9B4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx2zm6N8TfVj9x1r9B4AaABAg","2023-11-01 03:01:19",0,"😊😊😊😊😊❤❤❤","http://www.youtube.com/@phouvongphootta5729",
1598,"@DevDeveloper-wc8pd","👍👍👍👍👍👍👍👍","Ugy1tSXyXhBung9_1nB4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy1tSXyXhBung9_1nB4AaABAg","2023-10-31 12:32:03",0,"👍👍👍👍👍👍👍👍","http://www.youtube.com/@DevDeveloper-wc8pd",
1599,"@ThuLe-dw6br","wow!!!!!!!","UgxS96oj0whUje2_vq54AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxS96oj0whUje2_vq54AaABAg","2023-10-31 09:06:09",0,"wow!!!!!!!","http://www.youtube.com/@ThuLe-dw6br",
1600,"@yohangaming2109","Bro, number 1 and 3 are my childhood music!! 👇 Click here if you are a Alan Walker fan!","UgwOYPB8iJ-uvAi1rZN4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwOYPB8iJ-uvAi1rZN4AaABAg","2023-10-31 02:03:36",0,"Bro, number 1 and 3 are my childhood music!! 👇 Click here if you are a Alan Walker fan!","http://www.youtube.com/@yohangaming2109",
1601,"@yeahjason7226","I listen to this while taking class. This wakes me up!","Ugw04tKcM4i7f2RmktN4AaABAg","",11,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw04tKcM4i7f2RmktN4AaABAg","2023-10-30 22:35:54",0,"I listen to this while taking class. This wakes me up!","http://www.youtube.com/@yeahjason7226",
1602,"@luzvimindamendoza7526","𝑾𝒉𝒐 𝒍𝒐𝒗𝒆𝒅 𝑺𝒑𝒆𝒄𝒕𝒓𝒆 👇","UgwLo7U1IB2IFhBld2Z4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwLo7U1IB2IFhBld2Z4AaABAg","2023-10-30 21:40:45",0,"𝑾𝒉𝒐 𝒍𝒐𝒗𝒆𝒅 𝑺𝒑𝒆𝒄𝒕𝒓𝒆 👇","http://www.youtube.com/@luzvimindamendoza7526",
1603,"@Crazy_Videos1","all great songs","UgwvENEOVB95O79oBJ54AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwvENEOVB95O79oBJ54AaABAg","2023-10-30 17:36:39",0,"all great songs","http://www.youtube.com/@Crazy_Videos1",
1604,"@HieuNguyen-xf2bz","Very good ,Alan Walker.My favourite song is \'On my way\'👏👏👏👏👏👏👏","UgzUOwXSLTmtpn56Jpx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzUOwXSLTmtpn56Jpx4AaABAg","2023-10-30 10:31:47",0,"Very good ,Alan Walker.My favourite song is \'On my way\'👏👏👏👏👏👏👏","http://www.youtube.com/@HieuNguyen-xf2bz",
1605,"@HieuNguyen-xf2bz","All of songs are written byAlan Walker do not disappoint us","UgzUpJTeRpv0x2LqbcZ4AaABAg","",12,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzUpJTeRpv0x2LqbcZ4AaABAg","2023-10-30 10:22:33",0,"All of songs are written byAlan Walker do not disappoint us","http://www.youtube.com/@HieuNguyen-xf2bz",
1606,"@yourgamer6168","Who love smurf cat 👇️😼","Ugzl3YOZFIPrKl5M1oZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugzl3YOZFIPrKl5M1oZ4AaABAg","2023-10-30 09:37:19",0,"Who love smurf cat 👇️😼","http://www.youtube.com/@yourgamer6168",
1607,"@HabibHabib-wy6dc","❤❤❤❤❤❤","UgyBe0yfjF5q5YtRxzt4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyBe0yfjF5q5YtRxzt4AaABAg","2023-10-30 03:44:20",0,"❤❤❤❤❤❤","http://www.youtube.com/@HabibHabib-wy6dc",
1608,"@HabibHabib-wy6dc","I love my alone walkers songs","UgwHKc3eAse_sdCsYb94AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwHKc3eAse_sdCsYb94AaABAg","2023-10-30 03:44:10",0,"I love my alone walkers songs","http://www.youtube.com/@HabibHabib-wy6dc",
1609,"@MaryMui-gg8vw",2,"UgzIVkbvq1vhSl-4J714AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzIVkbvq1vhSl-4J714AaABAg","2023-10-30 01:36:25",0,2,"http://www.youtube.com/@MaryMui-gg8vw",
1610,"@SKPCT","My favourite alan wallker song is we live we love we lie","UgyxvrojNGMNKRCjlB94AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyxvrojNGMNKRCjlB94AaABAg","2023-10-30 01:28:53",0,"My favourite alan wallker song is we live we love we lie","http://www.youtube.com/@SKPCT",
1611,"@karenelliott8076","Wow🤩🙌😯🎶🪩🎊💃🕺🎶How Alan Walkers Music has just blasted My Soul right out of it,Im shocked with Myself that I haven’t heard this album sooner,This is Music that will Never leave you,My Type of Vibe alright…🦋🎶🎶Loving It,,Yup Yup as they say Here from Ireland But I’ll just say Yes More of this please cause it’s class it’s edgy it’s full of potential👑🦋Enjoying it so Much Thanks and Congrats Alan Walker 🙌🎶✨🪩Best Music🎶❤️✨👍 🎉Loving it,,Thanks Alan for sharing your journeys through your music,your an incredible Artist Keep giving us much more of this as Your A Legend 👑🎤🎶🤘🙉🎶🧘‍♀️✨💃🕺✨I’ll be addicted to this Now,As some is like meditation music all mixed in with Fantastic Symphonies Rippling through the Soul of You So Magical 🪄🧝‍♀️🎶So Peaceful🕊️I’m just blown away as I love Music and this got me in good vibes and I related in these songs Out standing lyrics and Voices ❤🤗🎶✨Baby I’m all about the’head lights,Absolutely Amazing Song,Im So Glad I found his Album Thank God 🙏🕊️Just Can’t get over how pretty this music is its Now in the soul🔥🙉 Legends Never Die 🔥🔥🧝‍♀️👑🤴🦋Incredible I’ve No words for this but I’d listen to Alan walker all time it’s perfect music In everyway 🙌But Wow 😯 🕊️☮️❤Well Done Alan the Best Music A Soul quencher as I was just having such a long night decided to Sit Down to catch My breath and breathe for a moment and came across your Music Alan walker Absolutely flawless 🕊️✨🎶🥺I’m So grateful for this Music Thank You As it made the Rest of my night Perfect as i remember faded first Time I heard it with my daughter So I’m so excited to hear the Album Im faded So Lost I’m faded,,Just listening to faded…I Found this Music through my Long descent Soul-Mate It’s A Crazy Night I’ll always remember this night 😌🎶❤Someone I Love he listened to it made a story on Instagram with a song now I’m listening to album 💿 And Feeling great Now ✊😌🎶I heard I loved 👍🙉🥹🎤🪄🎶🙌gazing at the skyStars When finding his Music Completely transports you to a high New Level of the power in your Soul to feel More than just Music it’s Connection and frequency,🎶✨😌❤️🕊️Absolutely having the Best Night now, I’m certainly a Fan after listening to his album I can’t believe I didn’t find this any sooner A huge thank you Alan Walker for your Talent and skills to perform Such Art and Soul in music,Im lost for words truly incredible,,Wow,Wow, Wow..🎉🎶✨🎼✨🦋❤🤯🙉Best Music Right here 👆Peace I got a taste of the good life I’m not gonna let it go ✨❤✨✌️","Ugz7XA4oYedwezkfw6Z4AaABAg","",32,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz7XA4oYedwezkfw6Z4AaABAg","2023-10-29 22:38:46",7,"Wow🤩🙌😯🎶🪩🎊💃🕺🎶How Alan Walkers Music has just blasted My Soul right out of it,Im shocked with Myself that I haven’t heard this album sooner,This is Music that will Never leave you,My Type of Vibe alright…🦋🎶🎶Loving It,,Yup Yup as they say Here from Ireland But I’ll just say Yes More of this please cause it’s class it’s edgy it’s full of potential👑🦋Enjoying it so Much Thanks and Congrats Alan Walker 🙌🎶✨🪩Best Music🎶❤️✨👍 🎉Loving it,,Thanks Alan for sharing your journeys through your music,your an incredible Artist Keep giving us much more of this as Your A Legend 👑🎤🎶🤘🙉🎶🧘‍♀️✨💃🕺✨I’ll be addicted to this Now,As some is like meditation music all mixed in with Fantastic Symphonies Rippling through the Soul of You So Magical 🪄🧝‍♀️🎶So Peaceful🕊️I’m just blown away as I love Music and this got me in good vibes and I related in these songs Out standing lyrics and Voices ❤🤗🎶✨Baby I’m all about the’head lights,Absolutely Amazing Song,Im So Glad I found his Album Thank God 🙏🕊️Just Can’t get over how pretty this music is its Now in the soul🔥🙉 Legends Never Die 🔥🔥🧝‍♀️👑🤴🦋Incredible I’ve No words for this but I’d listen to Alan walker all time it’s perfect music In everyway 🙌But Wow 😯 🕊️☮️❤Well Done Alan the Best Music A Soul quencher as I was just having such a long night decided to Sit Down to catch My breath and breathe for a moment and came across your Music Alan walker Absolutely flawless 🕊️✨🎶🥺I’m So grateful for this Music Thank You As it made the Rest of my night Perfect as i remember faded first Time I heard it with my daughter So I’m so excited to hear the Album Im faded So Lost I’m faded,,Just listening to faded…I Found this Music through my Long descent Soul-Mate It’s A Crazy Night I’ll always remember this night 😌🎶❤Someone I Love he listened to it made a story on Instagram with a song now I’m listening to album 💿 And Feeling great Now ✊😌🎶I heard I loved 👍🙉🥹🎤🪄🎶🙌gazing at the skyStars When finding his Music Completely transports you to a high New Level of the power in your Soul to feel More than just Music it’s Connection and frequency,🎶✨😌❤️🕊️Absolutely having the Best Night now, I’m certainly a Fan after listening to his album I can’t believe I didn’t find this any sooner A huge thank you Alan Walker for your Talent and skills to perform Such Art and Soul in music,Im lost for words truly incredible,,Wow,Wow, Wow..🎉🎶✨🎼✨🦋❤🤯🙉Best Music Right here 👆Peace I got a taste of the good life I’m not gonna let it go ✨❤✨✌️","http://www.youtube.com/@karenelliott8076",
1612,"@user-iq2ur8lv9k","Underrated comment 😅❤","Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9wVKelufh3I","@karenelliott8076",4,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9wVKelufh3I","2023-10-30 11:47:08",0,"Underrated comment 😅❤","http://www.youtube.com/@user-iq2ur8lv9k",
1613,"@Raspierce","same","Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9w_C3Bx9oNV","@karenelliott8076",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9w_C3Bx9oNV","2023-11-01 09:08:10",0,"same","http://www.youtube.com/@Raspierce",
1614,"@joanchege8268","right@@user-iq2ur8lv9k","Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9wbkRXKk3Ci","@karenelliott8076",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9wbkRXKk3Ci","2023-11-02 08:55:49",0,"right@@user-iq2ur8lv9k","http://www.youtube.com/@joanchege8268",
1615,"@karenelliott8076","@@user-iq2ur8lv9k Absolutely outstanding 🙌❤️🙌🎶🎶And Yeah he certainly deserves more credit as Alan walker is Phenomenal 😀🙈🎶🎶🤙😅","Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9wcOS0SkBVj","@karenelliott8076",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9wcOS0SkBVj","2023-11-02 14:54:08",0,"@@user-iq2ur8lv9k Absolutely outstanding 🙌❤️🙌🎶🎶And Yeah he certainly deserves more credit as Alan walker is Phenomenal 😀🙈🎶🎶🤙😅","http://www.youtube.com/@karenelliott8076",
1616,"@oliviamitra2948","U wrote a whole essay for Alan Walker... Congrats u won first prize in this essay competition 🎉🎉😊","Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9xQ_GJgtTEU","@karenelliott8076",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz7XA4oYedwezkfw6Z4AaABAg.9wTvRdTYgUm9xQ_GJgtTEU","2023-11-22 10:58:40",0,"U wrote a whole essay for Alan Walker... Congrats u won first prize in this essay competition 🎉🎉😊","http://www.youtube.com/@oliviamitra2948",
1617,"@MUSICTOP_HITS","These songs never get old and they give good vibes!","UgyuFmAKe07SbcNKVTZ4AaABAg","",15,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyuFmAKe07SbcNKVTZ4AaABAg","2023-10-29 22:01:55",0,"These songs never get old and they give good vibes!","http://www.youtube.com/@MUSICTOP_HITS",
